program_id,youth_id,date,attended
P001,Y1214,2023-01-15,N
P001,Y0588,2023-01-15,Y
P001,Y0226,2023-01-15,Y
P001,Y0478,2023-01-15,Y
P001,Y0746,2023-01-15,Y
P001,Y0542,2023-01-15,N
P001,Y0799,2023-01-16,Y
P001,Y1070,2023-01-16,Y
P001,Y0734,2023-01-16,N
P001,Y1209,2023-01-16,Y
P001,Y0775,2023-01-16,Y
P001,Y1163,2023-01-17,Y
P001,Y0263,2023-01-17,Y
P001,Y0248,2023-01-17,Y
P001,Y1003,2023-01-17,Y
P001,Y0550,2023-01-17,Y
P001,Y0902,2023-01-17,Y
P001,Y1335,2023-01-17,Y
P001,Y1118,2023-01-17,Y
P001,Y0087,2023-01-18,Y
P001,Y1127,2023-01-18,Y
P001,Y1074,2023-01-18,Y
P001,Y1163,2023-01-18,N
P001,Y0857,2023-01-18,N
P001,Y0094,2023-01-18,Y
P001,Y1225,2023-01-19,Y
P001,Y1329,2023-01-19,Y
P001,Y1301,2023-01-19,Y
P001,Y1103,2023-01-19,Y
P001,Y0334,2023-01-19,Y
P001,Y0233,2023-01-19,N
P001,Y0778,2023-01-19,Y
P001,Y0043,2023-01-19,Y
P001,Y0733,2023-01-20,N
P001,Y1362,2023-01-20,N
P001,Y1207,2023-01-20,Y
P001,Y1033,2023-01-20,Y
P001,Y1401,2023-01-20,Y
P001,Y0101,2023-01-20,Y
P001,Y0430,2023-01-21,Y
P001,Y0325,2023-01-21,Y
P001,Y1064,2023-01-21,Y
P001,Y1460,2023-01-21,N
P001,Y1205,2023-01-21,Y
P001,Y1264,2023-01-21,Y
P001,Y0365,2023-01-21,Y
P001,Y0658,2023-01-21,Y
P001,Y0456,2023-01-21,Y
P001,Y1080,2023-01-22,Y
P001,Y0010,2023-01-22,Y
P001,Y1394,2023-01-22,N
P001,Y0762,2023-01-22,Y
P001,Y0139,2023-01-22,Y
P001,Y1161,2023-01-22,N
P001,Y0667,2023-01-22,Y
P001,Y0031,2023-01-22,Y
P001,Y0799,2023-01-23,Y
P001,Y0238,2023-01-23,Y
P001,Y0657,2023-01-23,Y
P001,Y0251,2023-01-23,Y
P001,Y0464,2023-01-23,Y
P001,Y0463,2023-01-23,Y
P001,Y1489,2023-01-23,Y
P001,Y0467,2023-01-23,Y
P001,Y0258,2023-01-23,Y
P001,Y1179,2023-01-24,Y
P001,Y1080,2023-01-24,Y
P001,Y0797,2023-01-24,Y
P001,Y0847,2023-01-24,Y
P001,Y0602,2023-01-24,Y
P001,Y1159,2023-01-25,Y
P001,Y1121,2023-01-25,Y
P001,Y1018,2023-01-25,Y
P001,Y0467,2023-01-25,Y
P001,Y0614,2023-01-25,Y
P001,Y0025,2023-01-25,Y
P001,Y0166,2023-01-25,Y
P001,Y1355,2023-01-25,Y
P001,Y0621,2023-01-25,N
P001,Y0603,2023-01-25,Y
P001,Y1421,2023-01-26,Y
P001,Y1237,2023-01-26,Y
P001,Y0616,2023-01-26,N
P001,Y1276,2023-01-26,Y
P001,Y0722,2023-01-27,Y
P001,Y1202,2023-01-27,Y
P001,Y0677,2023-01-27,Y
P001,Y0452,2023-01-27,Y
P001,Y0815,2023-01-27,Y
P001,Y0199,2023-01-27,Y
P001,Y1254,2023-01-27,Y
P001,Y0203,2023-01-28,Y
P001,Y1018,2023-01-28,Y
P001,Y0086,2023-01-28,Y
P001,Y0357,2023-01-29,Y
P001,Y0846,2023-01-29,Y
P001,Y1304,2023-01-29,Y
P001,Y0380,2023-01-29,Y
P001,Y1491,2023-01-29,Y
P001,Y0174,2023-01-29,Y
P001,Y0799,2023-01-29,Y
P001,Y1112,2023-01-30,Y
P001,Y0653,2023-01-30,Y
P001,Y0594,2023-01-30,Y
P001,Y1117,2023-01-30,Y
P001,Y0759,2023-01-30,Y
P001,Y0017,2023-01-30,Y
P001,Y1095,2023-01-30,Y
P001,Y1027,2023-01-30,Y
P001,Y1447,2023-01-31,Y
P001,Y0047,2023-01-31,Y
P001,Y0809,2023-01-31,Y
P001,Y0366,2023-01-31,Y
P005,Y0685,2023-01-01,Y
P005,Y0218,2023-01-01,Y
P005,Y1388,2023-01-01,Y
P005,Y0635,2023-01-01,Y
P005,Y1086,2023-01-01,Y
P005,Y1327,2023-01-01,Y
P005,Y0964,2023-01-01,N
P005,Y1376,2023-01-01,Y
P005,Y0448,2023-01-01,N
P005,Y1329,2023-01-02,N
P005,Y1089,2023-01-02,N
P005,Y0060,2023-01-02,Y
P005,Y0286,2023-01-02,Y
P005,Y0989,2023-01-02,Y
P005,Y1294,2023-01-02,Y
P005,Y1210,2023-01-02,N
P005,Y0397,2023-01-02,Y
P005,Y1206,2023-01-02,Y
P005,Y0190,2023-01-02,Y
P005,Y0248,2023-01-03,Y
P005,Y0068,2023-01-03,Y
P005,Y1494,2023-01-03,Y
P005,Y1215,2023-01-03,Y
P005,Y0304,2023-01-03,Y
P005,Y0256,2023-01-03,Y
P005,Y0748,2023-01-03,N
P005,Y0964,2023-01-04,Y
P005,Y0318,2023-01-04,Y
P005,Y0678,2023-01-04,Y
P005,Y0443,2023-01-04,Y
P005,Y0624,2023-01-04,N
P005,Y0539,2023-01-04,Y
P005,Y1039,2023-01-04,Y
P005,Y0914,2023-01-04,Y
P005,Y0948,2023-01-04,Y
P005,Y0328,2023-01-04,Y
P005,Y0323,2023-01-04,N
P005,Y1136,2023-01-04,Y
P005,Y1484,2023-01-04,Y
P005,Y0679,2023-01-04,Y
P005,Y0188,2023-01-05,Y
P005,Y1167,2023-01-05,N
P005,Y0243,2023-01-05,Y
P005,Y0245,2023-01-05,Y
P005,Y1322,2023-01-05,Y
P005,Y1182,2023-01-05,Y
P005,Y0694,2023-01-05,Y
P005,Y0054,2023-01-05,Y
P005,Y0808,2023-01-06,N
P005,Y0801,2023-01-06,Y
P005,Y1396,2023-01-06,Y
P005,Y0270,2023-01-06,Y
P005,Y1224,2023-01-06,Y
P005,Y0028,2023-01-06,Y
P005,Y0934,2023-01-07,Y
P005,Y0083,2023-01-07,Y
P005,Y0476,2023-01-07,N
P005,Y1123,2023-01-07,Y
P005,Y1450,2023-01-07,Y
P005,Y0940,2023-01-07,Y
P005,Y0143,2023-01-07,Y
P005,Y0168,2023-01-08,Y
P005,Y0901,2023-01-08,Y
P005,Y0844,2023-01-08,Y
P005,Y1472,2023-01-08,Y
P005,Y0198,2023-01-08,N
P005,Y0646,2023-01-08,Y
P005,Y0474,2023-01-08,Y
P005,Y1442,2023-01-08,Y
P005,Y1418,2023-01-08,Y
P005,Y0485,2023-01-09,N
P005,Y0904,2023-01-09,N
P005,Y1007,2023-01-09,Y
P005,Y0033,2023-01-09,Y
P005,Y0838,2023-01-09,Y
P005,Y0287,2023-01-09,Y
P005,Y0791,2023-01-10,Y
P005,Y1392,2023-01-10,Y
P005,Y0847,2023-01-10,N
P005,Y1127,2023-01-10,Y
P005,Y1446,2023-01-10,Y
P005,Y0739,2023-01-10,Y
P005,Y1428,2023-01-10,Y
P005,Y0426,2023-01-10,Y
P005,Y1337,2023-01-10,Y
P005,Y0455,2023-01-11,Y
P005,Y0895,2023-01-11,Y
P005,Y1203,2023-01-11,Y
P005,Y1477,2023-01-11,Y
P005,Y0392,2023-01-11,Y
P005,Y0741,2023-01-11,Y
P005,Y1365,2023-01-11,N
P005,Y1425,2023-01-12,Y
P005,Y0291,2023-01-12,N
P005,Y0691,2023-01-12,Y
P005,Y1440,2023-01-12,N
P005,Y0011,2023-01-12,Y
P005,Y0566,2023-01-12,Y
P005,Y0042,2023-01-12,Y
P005,Y0551,2023-01-12,Y
P005,Y0575,2023-01-12,Y
P005,Y0765,2023-01-12,Y
P005,Y0791,2023-01-13,Y
P005,Y0752,2023-01-13,N
P005,Y0487,2023-01-13,Y
P005,Y1239,2023-01-13,Y
P005,Y1357,2023-01-13,Y
P005,Y0047,2023-01-13,Y
P005,Y1254,2023-01-13,Y
P005,Y0810,2023-01-13,Y
P005,Y1391,2023-01-13,Y
P005,Y0139,2023-01-13,Y
P005,Y0085,2023-01-14,Y
P005,Y0337,2023-01-14,Y
P005,Y1096,2023-01-14,Y
P005,Y1187,2023-01-14,Y
P005,Y0461,2023-01-14,Y
P005,Y0958,2023-01-14,Y
P005,Y0144,2023-01-14,Y
P005,Y1476,2023-01-14,Y
P005,Y0158,2023-01-15,Y
P005,Y0920,2023-01-15,Y
P005,Y0592,2023-01-15,Y
P005,Y0768,2023-01-15,Y
P005,Y0103,2023-01-15,Y
P005,Y0434,2023-01-15,Y
P005,Y0522,2023-01-15,Y
P005,Y1032,2023-01-16,Y
P005,Y0522,2023-01-16,Y
P005,Y1328,2023-01-16,Y
P005,Y0605,2023-01-16,Y
P005,Y0196,2023-01-16,Y
P005,Y0424,2023-01-16,Y
P005,Y1268,2023-01-17,Y
P005,Y0390,2023-01-17,Y
P005,Y1256,2023-01-17,Y
P005,Y0028,2023-01-17,Y
P005,Y0066,2023-01-17,N
P005,Y1446,2023-01-17,Y
P005,Y0624,2023-01-17,Y
P005,Y1368,2023-01-17,Y
P005,Y0977,2023-01-18,Y
P005,Y1390,2023-01-18,Y
P005,Y0939,2023-01-18,Y
P005,Y1152,2023-01-18,Y
P005,Y1201,2023-01-18,Y
P005,Y0653,2023-01-18,N
P005,Y0912,2023-01-18,Y
P005,Y0422,2023-01-18,N
P005,Y0428,2023-01-19,Y
P005,Y0857,2023-01-19,Y
P005,Y0010,2023-01-19,N
P005,Y1086,2023-01-19,Y
P005,Y0408,2023-01-19,Y
P005,Y1177,2023-01-19,Y
P005,Y0229,2023-01-19,Y
P005,Y0261,2023-01-19,Y
P005,Y0414,2023-01-19,Y
P005,Y1232,2023-01-19,Y
P005,Y1448,2023-01-20,Y
P005,Y0112,2023-01-20,Y
P005,Y0473,2023-01-20,Y
P005,Y0090,2023-01-20,N
P005,Y0929,2023-01-20,Y
P005,Y1059,2023-01-20,Y
P005,Y1033,2023-01-21,Y
P005,Y0827,2023-01-21,Y
P005,Y0212,2023-01-21,Y
P005,Y0569,2023-01-21,Y
P005,Y0471,2023-01-21,Y
P005,Y0358,2023-01-21,Y
P005,Y0705,2023-01-21,Y
P005,Y1222,2023-01-21,Y
P005,Y0832,2023-01-21,Y
P005,Y1263,2023-01-21,Y
P005,Y0633,2023-01-21,Y
P005,Y0184,2023-01-22,Y
P005,Y1377,2023-01-22,Y
P005,Y1009,2023-01-22,Y
P005,Y0278,2023-01-22,N
P005,Y0115,2023-01-22,Y
P005,Y0242,2023-01-22,Y
P005,Y0756,2023-01-23,Y
P005,Y1169,2023-01-23,Y
P005,Y0075,2023-01-23,Y
P005,Y0341,2023-01-23,Y
P005,Y0376,2023-01-23,N
P005,Y0509,2023-01-23,Y
P005,Y1179,2023-01-24,Y
P005,Y1439,2023-01-24,Y
P005,Y1012,2023-01-24,Y
P005,Y0666,2023-01-24,Y
P005,Y0568,2023-01-24,Y
P005,Y1079,2023-01-24,Y
P005,Y0437,2023-01-24,Y
P005,Y0226,2023-01-25,Y
P005,Y0815,2023-01-25,Y
P005,Y0394,2023-01-25,Y
P005,Y1488,2023-01-25,Y
P005,Y0111,2023-01-25,Y
P005,Y1441,2023-01-25,Y
P005,Y1371,2023-01-25,Y
P005,Y1213,2023-01-25,Y
P005,Y0729,2023-01-25,Y
P005,Y0176,2023-01-26,Y
P005,Y1146,2023-01-26,N
P005,Y0772,2023-01-26,Y
P005,Y0899,2023-01-26,N
P005,Y0064,2023-01-26,Y
P005,Y0599,2023-01-26,Y
P005,Y1007,2023-01-26,Y
P005,Y1436,2023-01-26,Y
P005,Y1393,2023-01-27,Y
P005,Y0614,2023-01-27,Y
P005,Y1292,2023-01-27,Y
P005,Y1494,2023-01-27,N
P005,Y0433,2023-01-28,Y
P005,Y1384,2023-01-28,Y
P005,Y0271,2023-01-28,Y
P005,Y0283,2023-01-28,Y
P005,Y0443,2023-01-28,N
P005,Y0906,2023-01-28,N
P005,Y0736,2023-01-28,N
P005,Y0873,2023-01-28,Y
P005,Y1237,2023-01-28,Y
P005,Y1448,2023-01-28,Y
P005,Y0697,2023-01-28,Y
P005,Y0071,2023-01-29,Y
P005,Y0163,2023-01-29,Y
P005,Y0514,2023-01-29,Y
P005,Y0636,2023-01-29,N
P005,Y0579,2023-01-29,Y
P005,Y0049,2023-01-29,Y
P005,Y0253,2023-01-29,Y
P005,Y0992,2023-01-30,Y
P005,Y0944,2023-01-30,Y
P005,Y0538,2023-01-30,Y
P005,Y1386,2023-01-30,N
P005,Y0587,2023-01-30,Y
P005,Y1481,2023-01-30,Y
P005,Y1083,2023-01-30,Y
P005,Y0681,2023-01-31,Y
P005,Y1413,2023-01-31,Y
P005,Y1387,2023-01-31,Y
P005,Y0564,2023-01-31,Y
P005,Y0904,2023-01-31,Y
P005,Y1052,2023-01-31,Y
P005,Y0444,2023-01-31,Y
P005,Y1246,2023-01-31,Y
P005,Y0976,2023-01-31,Y
P005,Y0110,2023-01-31,Y
P005,Y0640,2023-01-31,Y
P005,Y1123,2023-01-31,Y
P005,Y0188,2023-01-01,Y
P005,Y0601,2023-01-01,Y
P005,Y0052,2023-01-01,Y
P005,Y0853,2023-01-01,Y
P005,Y0070,2023-01-01,N
P005,Y1459,2023-01-01,N
P005,Y0125,2023-01-01,Y
P005,Y0906,2023-01-02,Y
P005,Y0240,2023-01-02,Y
P005,Y1297,2023-01-02,Y
P005,Y1194,2023-01-02,Y
P005,Y0561,2023-01-02,Y
P005,Y0488,2023-01-02,Y
P005,Y0531,2023-01-02,Y
P005,Y0802,2023-01-02,Y
P005,Y0949,2023-01-02,Y
P005,Y1405,2023-01-02,Y
P005,Y0994,2023-01-03,Y
P005,Y0546,2023-01-03,Y
P005,Y0088,2023-01-03,N
P005,Y0484,2023-01-03,Y
P005,Y0760,2023-01-03,Y
P005,Y0159,2023-01-03,Y
P005,Y0787,2023-01-03,N
P005,Y0853,2023-01-03,Y
P005,Y0873,2023-01-03,Y
P005,Y0158,2023-01-04,Y
P005,Y1423,2023-01-04,N
P005,Y0583,2023-01-04,Y
P005,Y1205,2023-01-04,Y
P005,Y0543,2023-01-04,Y
P005,Y0174,2023-01-04,Y
P005,Y0111,2023-01-04,Y
P005,Y1346,2023-01-04,Y
P005,Y0853,2023-01-04,Y
P005,Y0501,2023-01-05,N
P005,Y0782,2023-01-05,Y
P005,Y0146,2023-01-05,Y
P005,Y0585,2023-01-05,Y
P005,Y0546,2023-01-05,Y
P005,Y0865,2023-01-05,Y
P005,Y0905,2023-01-05,Y
P005,Y0562,2023-01-05,Y
P005,Y0830,2023-01-05,Y
P005,Y1298,2023-01-05,Y
P005,Y0947,2023-01-06,Y
P005,Y0301,2023-01-06,N
P005,Y0563,2023-01-06,Y
P005,Y1244,2023-01-06,Y
P005,Y0129,2023-01-06,Y
P005,Y1176,2023-01-06,Y
P005,Y0333,2023-01-07,Y
P005,Y1280,2023-01-07,Y
P005,Y0607,2023-01-07,Y
P005,Y1065,2023-01-07,Y
P005,Y0918,2023-01-07,Y
P005,Y0032,2023-01-07,Y
P005,Y0261,2023-01-07,Y
P005,Y0381,2023-01-07,Y
P005,Y0396,2023-01-07,N
P005,Y1232,2023-01-08,N
P005,Y0066,2023-01-08,Y
P005,Y0108,2023-01-08,N
P005,Y0835,2023-01-08,Y
P005,Y0855,2023-01-08,Y
P005,Y1131,2023-01-08,Y
P005,Y0752,2023-01-08,Y
P005,Y0510,2023-01-09,Y
P005,Y0256,2023-01-09,Y
P005,Y0276,2023-01-09,Y
P005,Y1081,2023-01-09,Y
P005,Y1188,2023-01-10,Y
P005,Y0194,2023-01-10,Y
P005,Y0648,2023-01-10,Y
P005,Y0442,2023-01-10,Y
P005,Y1456,2023-01-10,Y
P005,Y0651,2023-01-10,N
P005,Y0500,2023-01-10,Y
P005,Y1418,2023-01-10,Y
P005,Y0365,2023-01-10,Y
P005,Y0963,2023-01-10,Y
P005,Y1294,2023-01-11,Y
P005,Y1057,2023-01-11,Y
P005,Y1378,2023-01-11,Y
P005,Y0191,2023-01-11,Y
P005,Y1136,2023-01-11,Y
P005,Y0356,2023-01-11,N
P005,Y1466,2023-01-11,Y
P005,Y0758,2023-01-11,Y
P005,Y0625,2023-01-11,Y
P005,Y1442,2023-01-11,Y
P005,Y1380,2023-01-12,N
P005,Y0904,2023-01-12,Y
P005,Y1021,2023-01-12,Y
P005,Y0557,2023-01-12,N
P005,Y0279,2023-01-12,Y
P005,Y0840,2023-01-12,Y
P005,Y1203,2023-01-12,Y
P005,Y0898,2023-01-12,Y
P005,Y0439,2023-01-12,Y
P005,Y0850,2023-01-12,Y
P005,Y1410,2023-01-12,N
P005,Y1190,2023-01-13,Y
P005,Y0380,2023-01-13,Y
P005,Y0764,2023-01-13,Y
P005,Y0004,2023-01-13,Y
P005,Y0316,2023-01-13,Y
P005,Y1153,2023-01-13,Y
P005,Y0321,2023-01-13,Y
P005,Y1114,2023-01-13,Y
P005,Y0190,2023-01-13,Y
P005,Y0977,2023-01-14,Y
P005,Y0616,2023-01-14,Y
P005,Y0178,2023-01-14,Y
P005,Y1448,2023-01-14,Y
P005,Y0782,2023-01-14,Y
P005,Y0122,2023-01-14,Y
P005,Y1392,2023-01-14,N
P005,Y1128,2023-01-14,Y
P005,Y0704,2023-01-14,Y
P005,Y1160,2023-01-14,Y
P005,Y0847,2023-01-15,Y
P005,Y0739,2023-01-15,Y
P005,Y0377,2023-01-15,Y
P005,Y0023,2023-01-15,Y
P005,Y1019,2023-01-15,Y
P005,Y0808,2023-01-15,Y
P005,Y1332,2023-01-15,Y
P005,Y0543,2023-01-15,Y
P005,Y0031,2023-01-16,N
P005,Y1265,2023-01-16,Y
P005,Y0571,2023-01-16,Y
P005,Y1040,2023-01-16,Y
P005,Y0278,2023-01-16,Y
P005,Y1018,2023-01-16,Y
P005,Y0011,2023-01-16,Y
P005,Y0649,2023-01-16,N
P005,Y0681,2023-01-16,Y
P005,Y0466,2023-01-16,Y
P005,Y0668,2023-01-17,Y
P005,Y0479,2023-01-17,Y
P005,Y1211,2023-01-17,Y
P005,Y0311,2023-01-17,N
P005,Y1208,2023-01-17,Y
P005,Y0185,2023-01-18,Y
P005,Y1063,2023-01-18,N
P005,Y1406,2023-01-18,Y
P005,Y0514,2023-01-18,Y
P005,Y0810,2023-01-19,N
P005,Y0713,2023-01-19,Y
P005,Y1091,2023-01-19,Y
P005,Y0093,2023-01-19,Y
P005,Y0413,2023-01-19,Y
P005,Y0516,2023-01-19,Y
P005,Y0223,2023-01-19,Y
P005,Y0464,2023-01-20,Y
P005,Y0893,2023-01-20,Y
P005,Y1318,2023-01-20,Y
P005,Y1049,2023-01-20,Y
P005,Y0826,2023-01-20,N
P005,Y0065,2023-01-20,N
P005,Y1199,2023-01-20,Y
P005,Y0647,2023-01-20,Y
P005,Y0526,2023-01-21,Y
P005,Y1329,2023-01-21,Y
P005,Y0846,2023-01-21,Y
P005,Y0627,2023-01-21,N
P005,Y0136,2023-01-21,Y
P005,Y1019,2023-01-21,Y
P005,Y0632,2023-01-21,Y
P005,Y1372,2023-01-22,Y
P005,Y0533,2023-01-22,Y
P005,Y0555,2023-01-22,N
P005,Y0102,2023-01-22,Y
P005,Y0796,2023-01-22,Y
P005,Y0042,2023-01-22,Y
P005,Y1446,2023-01-22,Y
P005,Y0584,2023-01-22,Y
P005,Y0901,2023-01-22,Y
P005,Y0006,2023-01-22,Y
P005,Y0475,2023-01-23,Y
P005,Y0909,2023-01-23,Y
P005,Y1084,2023-01-23,Y
P005,Y0568,2023-01-23,Y
P005,Y0767,2023-01-23,Y
P005,Y0326,2023-01-23,N
P005,Y1291,2023-01-23,Y
P005,Y0719,2023-01-23,Y
P005,Y0275,2023-01-23,Y
P005,Y1231,2023-01-23,Y
P005,Y0444,2023-01-23,Y
P005,Y0940,2023-01-23,N
P005,Y1112,2023-01-23,Y
P005,Y1046,2023-01-24,Y
P005,Y0698,2023-01-24,Y
P005,Y0327,2023-01-24,N
P005,Y1419,2023-01-24,Y
P005,Y0898,2023-01-24,Y
P005,Y0180,2023-01-24,Y
P005,Y1280,2023-01-24,Y
P005,Y1163,2023-01-24,Y
P005,Y1446,2023-01-25,Y
P005,Y0385,2023-01-25,Y
P005,Y0545,2023-01-25,Y
P005,Y0665,2023-01-26,Y
P005,Y0952,2023-01-26,Y
P005,Y0589,2023-01-26,Y
P005,Y1404,2023-01-26,Y
P005,Y0711,2023-01-26,Y
P005,Y0993,2023-01-26,Y
P005,Y0444,2023-01-26,Y
P005,Y1488,2023-01-26,Y
P005,Y0979,2023-01-27,Y
P005,Y0967,2023-01-27,Y
P005,Y0518,2023-01-27,Y
P005,Y0264,2023-01-27,Y
P005,Y0161,2023-01-27,N
P005,Y0026,2023-01-27,N
P005,Y0955,2023-01-27,Y
P005,Y0920,2023-01-28,Y
P005,Y0497,2023-01-28,Y
P005,Y1232,2023-01-28,Y
P005,Y1003,2023-01-28,Y
P005,Y0842,2023-01-28,N
P005,Y0566,2023-01-28,Y
P005,Y0977,2023-01-28,Y
P005,Y1236,2023-01-28,Y
P005,Y0647,2023-01-28,Y
P005,Y0701,2023-01-28,Y
P005,Y1273,2023-01-28,Y
P005,Y0376,2023-01-28,Y
P005,Y1459,2023-01-29,Y
P005,Y0967,2023-01-30,Y
P005,Y0059,2023-01-30,Y
P005,Y1216,2023-01-30,Y
P005,Y0872,2023-01-30,Y
P005,Y0841,2023-01-31,Y
P005,Y0401,2023-01-31,Y
P005,Y1333,2023-01-31,Y
P005,Y0872,2023-01-31,Y
P005,Y0345,2023-01-31,Y
P005,Y0456,2023-01-31,Y
P005,Y0768,2023-01-31,N
P005,Y0209,2023-01-31,Y
P005,Y0223,2023-01-31,Y
P005,Y0584,2023-01-31,Y
P002,Y1065,2023-01-01,Y
P002,Y1357,2023-01-01,Y
P002,Y0366,2023-01-01,Y
P002,Y0179,2023-01-01,Y
P002,Y1045,2023-01-01,Y
P002,Y0926,2023-01-01,Y
P002,Y0822,2023-01-01,Y
P002,Y0547,2023-01-01,Y
P002,Y0225,2023-01-01,Y
P002,Y0706,2023-01-01,Y
P002,Y1379,2023-01-02,Y
P002,Y1381,2023-01-02,N
P002,Y1287,2023-01-02,Y
P002,Y1377,2023-01-02,Y
P002,Y1488,2023-01-02,Y
P002,Y0383,2023-01-02,Y
P002,Y0661,2023-01-02,Y
P002,Y0641,2023-01-02,Y
P002,Y0042,2023-01-03,Y
P002,Y1097,2023-01-03,Y
P002,Y0071,2023-01-03,Y
P002,Y0346,2023-01-03,Y
P002,Y0653,2023-01-03,Y
P002,Y1003,2023-01-03,Y
P002,Y0105,2023-01-03,Y
P002,Y0391,2023-01-03,Y
P002,Y1079,2023-01-03,Y
P002,Y0679,2023-01-03,Y
P002,Y0009,2023-01-03,Y
P002,Y0728,2023-01-03,Y
P002,Y0628,2023-01-04,Y
P002,Y0560,2023-01-04,Y
P002,Y0787,2023-01-04,Y
P002,Y0635,2023-01-04,Y
P002,Y0498,2023-01-04,Y
P002,Y0567,2023-01-04,Y
P002,Y0454,2023-01-04,Y
P002,Y1336,2023-01-04,Y
P002,Y0821,2023-01-05,Y
P002,Y0830,2023-01-05,Y
P002,Y0471,2023-01-05,Y
P002,Y0437,2023-01-05,Y
P002,Y0502,2023-01-05,Y
P002,Y1000,2023-01-05,Y
P002,Y0993,2023-01-06,N
P002,Y0765,2023-01-06,Y
P002,Y0101,2023-01-06,Y
