date_key,customer_key,product_key,territory_key,volume_raw,dn_rev,net_revenue,total_cogs,base_cogs,ip_cogs,ps_cogs,cma_on_invoice,cma_non_invoice,lmp_funding,authorized_revenue
939,8474,59,1,3.25,68.98,73.30,86.18,56.31,29.87,56.31,0.00,4.31,0.00,91.93
1065,8602,25,1,0.20,6.91,6.91,4.38,4.38,0.00,4.38,0.00,0.00,0.00,6.15
1030,900,4,2,0.27,3.72,3.95,2.45,2.00,0.45,2.00,0.00,0.23,0.00,7.57
729,6355,21,5,0.47,20.03,20.03,15.73,15.73,0.00,15.73,0.00,0.00,0.00,18.71
876,8024,11,2,0.67,14.56,14.58,14.92,9.55,5.37,9.55,0.00,0.02,0.00,24.35
750,6360,114,5,3.24,84.14,87.61,65.34,65.34,0.00,65.34,0.00,3.47,0.00,90.86
918,1887,11,5,6.80,126.96,132.22,123.45,80.97,42.47,80.97,2.49,5.27,0.00,129.85
1030,1348,84,2,0.22,4.35,4.35,3.53,3.53,0.00,3.53,0.00,0.00,0.00,4.45
799,3976,32,2,1.52,29.01,32.76,31.36,19.09,12.26,19.09,0.00,3.75,0.00,31.38
876,4105,33,5,0.15,5.33,5.36,5.58,3.30,2.29,3.30,0.19,0.03,0.00,4.82
764,2427,49,4,0.30,5.85,5.85,4.50,3.16,1.34,3.16,0.00,0.00,0.00,5.16
974,591,18,4,0.00,0.12,0.12,0.09,0.09,0.00,0.09,0.00,0.00,0.00,0.12
764,5503,1,5,3.33,132.17,133.00,103.91,103.91,0.00,103.91,0.00,0.82,0.00,154.03
792,7591,35,4,0.48,17.94,18.71,19.59,11.62,7.97,11.62,0.00,0.77,0.00,19.06
848,3418,11,5,1.95,34.19,34.47,33.86,22.28,11.58,22.28,0.00,0.27,0.00,38.17
1086,6748,20,5,5.00,147.59,147.59,104.75,104.75,0.00,104.75,3.80,0.00,0.00,131.58
771,1363,28,5,1.84,0.00,0.00,16.33,11.15,5.18,11.15,0.00,0.00,0.00,0.00
806,5470,56,5,0.26,8.31,8.40,7.16,5.51,1.64,5.51,0.00,0.09,0.00,10.04
918,6392,84,5,1.55,29.63,29.90,24.86,24.86,0.00,24.86,0.31,0.28,0.00,31.42
827,3892,64,5,0.33,38.72,39.08,36.09,36.09,0.00,36.09,0.62,0.36,0.00,0.00
785,5136,126,3,0.16,3.59,3.62,2.30,2.30,0.00,2.30,0.09,0.02,0.00,4.42
862,1535,11,1,0.84,13.90,14.29,15.65,10.19,5.46,10.19,0.63,0.39,0.00,14.82
883,5912,126,5,0.20,4.15,4.59,3.03,3.03,0.00,3.03,0.00,0.45,0.00,4.59
806,931,74,4,1.03,24.91,25.31,19.41,13.28,6.13,13.28,0.33,0.40,0.00,36.28
778,5203,88,3,1.73,34.35,35.09,33.20,22.33,10.88,22.33,1.14,0.75,0.00,35.51
792,1734,76,5,0.00,0.03,0.03,0.02,0.02,0.00,0.02,0.00,0.00,0.00,0.04
1058,3485,88,1,0.85,20.49,22.31,17.93,12.15,5.78,12.15,2.21,1.82,0.00,23.28
967,5379,6,5,0.15,1.86,2.39,1.15,0.94,0.22,0.94,0.00,0.53,0.00,2.77
862,862,27,5,0.52,7.31,8.62,8.32,6.16,2.16,6.16,0.00,1.32,0.00,23.00
743,3238,13,5,0.27,9.83,9.92,8.80,5.53,3.28,5.53,0.27,0.10,0.00,9.18
1079,8466,124,1,0.47,7.55,7.55,7.05,7.05,0.00,7.05,0.00,0.00,0.00,9.08
918,3295,11,1,0.81,15.24,15.67,15.74,10.19,5.55,10.19,0.69,0.43,0.00,15.73
848,1205,124,5,0.45,8.31,8.31,6.58,6.58,0.00,6.58,0.65,0.00,0.00,8.43
939,7132,126,4,0.83,18.86,19.89,12.13,12.13,0.00,12.13,0.00,1.03,0.00,42.26
918,6560,32,5,0.68,12.90,16.56,14.91,9.04,5.87,9.04,0.00,3.66,0.00,17.30
1072,5664,74,2,0.36,9.56,9.91,6.11,4.28,1.83,4.28,0.88,0.35,0.00,13.97
862,5055,50,3,1.85,32.60,32.69,23.89,17.26,6.63,17.26,0.20,0.09,0.00,39.75
890,6484,21,5,0.21,9.28,9.28,7.15,7.15,0.00,7.15,0.54,0.00,0.00,8.86
1058,5481,55,5,2.18,28.29,30.92,21.92,16.28,5.65,16.28,0.00,2.63,0.00,38.64
792,3737,35,2,0.16,4.93,4.83,5.81,3.53,2.28,3.53,0.00,-0.10,0.00,6.11
1065,8156,74,1,0.15,5.18,5.40,2.56,1.79,0.77,1.79,0.32,0.22,0.00,7.22
1058,6853,113,4,0.29,7.89,8.02,5.58,4.12,1.45,4.12,0.72,0.13,0.00,10.84
729,5527,20,5,0.30,8.76,8.79,6.38,6.38,0.00,6.38,0.02,0.04,0.00,8.10
736,7091,39,4,6.40,103.91,103.91,87.12,65.47,21.65,65.47,0.00,0.00,0.00,81.57
729,530,143,5,0.70,10.08,10.27,8.21,6.16,2.05,6.16,0.00,0.19,0.00,0.00
778,5014,142,3,0.20,3.24,3.61,3.06,2.42,0.64,2.42,0.00,0.37,0.00,0.00
1072,1610,148,1,0.99,25.97,27.74,18.97,18.97,0.00,18.97,0.00,1.78,0.00,27.75
939,9255,28,1,0.20,5.95,6.16,5.39,3.56,1.83,3.56,0.38,0.21,0.00,8.94
876,1318,46,2,9.76,338.11,349.34,192.03,124.45,67.58,124.45,0.00,11.23,0.00,354.03
967,7804,2,1,4.86,29.51,30.12,15.54,15.54,0.00,15.54,0.00,0.60,0.00,35.52
967,1654,28,1,0.40,9.74,10.57,9.54,6.35,3.19,6.35,0.00,0.83,0.00,15.30
1002,126,93,4,1.78,23.41,26.11,18.75,14.34,4.41,14.34,0.00,2.70,0.00,32.53
862,7998,20,1,2.58,79.04,79.04,53.78,53.78,0.00,53.78,1.76,0.00,0.00,72.13
946,1832,148,1,0.09,2.13,2.14,1.60,1.60,0.00,1.60,0.00,0.01,0.00,2.34
883,8053,76,1,0.51,10.36,10.36,7.84,7.84,0.00,7.84,0.00,0.00,0.00,12.63
848,7566,74,1,0.39,9.89,11.20,6.09,4.26,1.84,4.26,0.00,1.31,0.00,17.39
806,1540,76,1,0.84,19.42,19.73,12.23,12.23,0.00,12.23,1.26,0.31,0.00,20.60
1030,4224,17,3,1.12,51.67,51.68,38.25,38.25,0.00,38.25,3.32,0.01,0.00,48.91
743,805,17,3,5.18,204.83,204.83,174.79,174.79,0.00,174.79,0.00,0.00,0.00,222.38
911,990,132,2,0.00,0.25,0.25,0.13,0.13,0.00,0.13,0.00,0.00,0.00,0.18
967,569,7,2,0.18,4.80,4.88,2.40,1.79,0.61,1.79,0.18,0.08,0.00,5.64
764,1286,17,4,0.57,28.90,30.77,19.26,19.26,0.00,19.26,0.00,1.87,0.00,27.10
946,3031,135,1,0.07,2.44,2.48,1.53,1.53,0.00,1.53,0.00,0.04,0.00,0.00
785,2246,17,5,6.11,242.00,244.23,209.34,209.34,0.00,209.34,1.27,2.23,0.00,253.70
750,6378,11,5,1.94,31.67,32.02,37.52,24.13,13.40,24.13,0.01,0.35,0.00,53.60
771,2562,131,1,0.18,3.60,3.60,2.85,2.85,0.00,2.85,0.00,0.00,0.00,4.33
883,2270,11,3,0.41,7.33,7.45,7.63,5.03,2.60,5.03,0.27,0.12,0.00,7.75
1030,5804,20,5,2.34,68.89,68.90,50.62,50.62,0.00,50.62,1.78,0.00,0.00,61.42
827,9150,19,1,0.46,15.95,15.95,11.68,11.68,0.00,11.68,0.00,0.00,0.00,14.97
792,1389,49,1,2.38,48.24,48.24,29.87,20.46,9.41,20.46,0.00,0.00,0.00,42.57
939,3846,13,5,0.65,24.32,24.42,21.66,13.58,8.08,13.58,0.77,0.10,0.00,22.59
1058,346,39,2,8.56,130.67,138.15,111.99,85.36,26.63,85.36,0.00,7.49,0.00,109.12
1030,8302,79,1,4.65,101.53,105.37,104.28,62.43,41.85,62.43,3.85,3.84,0.00,110.99
1002,7575,28,2,0.03,0.54,0.60,0.62,0.45,0.17,0.45,0.00,0.06,0.00,0.64
743,2078,49,5,2.31,46.15,46.15,32.79,23.01,9.78,23.01,0.00,0.00,0.00,41.09
876,3476,145,1,0.01,0.44,0.44,0.32,0.32,0.00,0.32,0.00,0.00,0.00,0.00
806,6598,45,5,1.19,16.44,24.00,14.60,11.33,3.27,11.33,0.00,7.56,0.00,47.01
1065,2548,33,3,0.31,9.79,10.48,10.37,6.18,4.19,6.18,0.31,0.69,0.00,9.43
862,4489,74,3,0.61,14.10,21.17,10.04,7.22,2.82,7.22,0.00,7.07,0.00,28.47
792,8667,83,1,18.90,290.81,293.46,267.16,267.16,0.00,267.16,0.00,2.65,0.00,373.20
967,8237,88,1,0.87,14.51,14.65,15.48,10.74,4.74,10.74,0.11,0.15,0.00,16.42
918,6803,11,5,3.52,65.66,68.39,63.05,41.35,21.69,41.35,1.29,2.72,0.00,67.16
729,5927,38,2,5.92,79.23,89.14,59.87,44.75,15.12,44.75,0.00,9.92,0.00,104.77
883,3199,124,4,0.01,0.24,0.24,0.21,0.21,0.00,0.21,0.00,0.00,0.00,0.28
1030,9192,29,1,1.41,40.39,42.44,43.86,27.25,16.61,27.25,2.99,2.05,0.00,37.12
743,6302,55,5,0.28,3.95,4.45,2.91,2.13,0.78,2.13,0.00,0.51,0.00,4.96
806,1498,46,1,16.78,524.05,539.94,298.10,194.47,103.63,194.47,24.25,15.89,0.00,565.52
764,8530,46,1,1.57,45.66,46.70,26.63,17.59,9.04,17.59,0.91,1.03,0.00,68.45
1030,1387,79,1,17.77,281.63,401.59,325.08,197.69,127.39,197.69,0.00,119.96,0.00,407.28
827,3899,11,2,0.56,10.82,11.38,10.13,6.54,3.59,6.54,0.00,0.56,0.00,10.19
862,5546,74,5,0.03,0.80,0.81,0.56,0.40,0.16,0.40,0.04,0.01,0.00,1.18
974,2207,124,3,0.32,7.08,7.08,4.75,4.75,0.00,4.75,0.55,0.00,0.00,6.78
750,3244,35,5,1.77,59.00,61.69,68.17,40.91,27.26,40.91,0.02,2.69,0.00,73.48
855,5800,51,5,0.17,6.94,6.97,5.42,3.94,1.48,3.94,0.21,0.04,0.00,5.54
939,1678,52,3,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01
736,7870,20,3,4.26,107.11,107.31,88.96,88.96,0.00,88.96,0.00,0.20,0.00,111.91
750,1781,58,1,1.12,31.86,33.88,7.21,7.21,0.00,7.21,2.10,2.01,0.00,34.06
876,3690,50,2,0.12,1.97,1.98,1.53,1.13,0.39,1.13,0.00,0.00,0.00,2.60
806,1211,88,2,73.41,1222.75,1376.39,1219.06,857.43,361.63,857.43,0.00,153.64,0.00,1486.51
1002,8780,88,1,4.90,117.91,128.38,105.34,69.36,35.98,69.36,0.00,10.47,0.00,114.46
820,8915,53,1,16.36,281.09,290.37,190.10,138.58,51.51,138.58,0.00,9.28,0.00,361.69
974,8476,14,1,1.06,27.58,28.84,16.12,11.37,4.75,11.37,1.84,1.26,0.00,40.13
918,8248,88,1,2.81,49.77,55.02,51.07,35.06,16.01,35.06,6.02,5.25,0.00,61.12
799,5254,70,3,0.37,23.00,23.00,9.35,9.35,0.00,9.35,0.00,0.00,0.00,0.00
792,8804,97,1,0.22,7.85,7.85,5.86,5.86,0.00,5.86,0.56,0.00,0.00,7.54
1030,717,13,2,0.52,19.34,19.57,17.69,11.12,6.57,11.12,1.02,0.23,0.00,18.51
911,5217,53,3,22.66,422.24,443.43,299.55,215.49,84.06,215.49,0.00,21.19,0.00,500.98
827,4512,72,3,2.45,60.21,60.62,52.87,40.85,12.02,40.85,0.00,0.41,0.00,69.98
855,5252,61,3,0.28,6.57,6.69,4.17,4.17,0.00,4.17,0.05,0.12,0.00,6.48
911,3372,13,3,0.67,24.09,24.18,22.43,14.08,8.34,14.08,0.00,0.09,0.00,28.79
1058,7903,46,1,6.02,155.61,159.96,97.07,62.98,34.09,62.98,7.63,4.35,0.00,171.30
1030,8888,130,1,3.75,68.58,73.07,47.48,47.48,0.00,47.48,0.00,4.49,0.00,179.78
1079,2692,75,3,0.22,3.60,3.64,2.84,2.84,0.00,2.84,0.14,0.04,0.00,3.67
827,7791,32,1,6.23,102.08,120.21,115.11,71.72,43.38,71.72,0.00,18.13,0.00,128.74
771,4852,17,3,29.75,1177.01,1177.01,1004.09,1004.09,0.00,1004.09,0.00,0.00,0.00,1277.85
1065,8559,74,1,0.63,18.70,20.08,10.89,7.45,3.44,7.45,0.23,1.38,0.00,29.71
1072,5782,27,2,0.75,12.30,12.38,13.07,9.59,3.48,9.59,0.00,0.08,0.00,35.15
1002,4803,16,3,0.88,35.00,35.00,30.04,30.04,0.00,30.04,0.00,0.00,0.00,37.93
1058,6152,74,5,0.84,25.37,27.29,15.20,10.24,4.95,10.24,0.04,1.92,0.00,39.37
890,5030,35,3,0.53,17.54,18.82,18.96,11.44,7.52,11.44,0.00,1.27,0.00,19.60
911,6424,61,5,0.57,13.01,13.07,8.37,8.37,0.00,8.37,0.41,0.05,0.00,12.38
967,9245,38,1,4.12,76.64,84.88,43.71,31.48,12.23,31.48,0.47,8.24,0.00,115.04
1030,6237,33,5,0.29,8.62,9.34,9.95,5.97,3.98,5.97,0.00,0.72,0.00,8.92
827,7287,7,1,0.49,15.94,19.09,6.58,4.61,1.98,4.61,0.00,3.15,0.00,21.48
834,7395,40,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
806,9042,143,1,2.33,32.22,36.13,22.28,16.69,5.59,16.69,0.00,3.90,0.00,0.00
855,6287,76,5,2.02,41.12,41.40,30.53,30.53,0.00,30.53,0.00,0.28,0.00,43.46
736,3536,84,2,3.85,73.60,73.60,62.37,62.37,0.00,62.37,0.00,0.00,0.00,79.07
855,3687,18,3,0.22,7.66,7.66,5.59,5.59,0.00,5.59,0.00,0.00,0.00,7.28
848,5891,32,5,0.42,15.52,18.37,15.25,9.04,6.21,9.04,0.00,2.86,0.00,25.27
855,3538,18,2,0.97,33.84,33.84,25.05,25.05,0.00,25.05,0.00,0.00,0.00,32.12
911,3755,36,4,17.75,280.64,338.94,202.48,146.53,55.95,146.53,0.00,58.30,0.00,683.55
778,414,97,4,1.02,37.14,37.22,27.82,27.82,0.00,27.82,0.00,0.08,0.00,40.66
876,6489,75,5,0.00,0.07,0.07,0.05,0.05,0.00,0.05,0.00,0.00,0.00,0.07
799,664,73,3,0.42,29.79,32.13,24.84,24.84,0.00,24.84,0.90,2.34,-11.36,0.00
1030,8332,93,1,2.77,38.22,39.05,32.14,24.84,7.30,24.84,0.00,0.83,0.00,50.51
890,2046,117,4,0.14,4.43,4.43,2.86,2.86,0.00,2.86,0.00,0.00,0.00,3.80
883,27,20,4,1.76,43.29,43.29,37.12,37.12,0.00,37.12,0.00,0.00,0.00,46.24
1030,2098,74,4,0.76,21.79,21.61,13.36,9.22,4.14,9.22,1.37,-0.18,0.00,35.14
946,3889,39,3,1.33,21.26,21.26,17.96,13.77,4.19,13.77,0.00,0.00,0.00,18.66
792,3910,11,5,1.73,33.68,35.43,32.72,21.15,11.56,21.15,0.00,1.75,0.00,31.71
785,1210,49,4,0.64,13.60,14.58,7.62,5.27,2.35,5.27,0.00,0.98,0.00,14.17
799,2232,20,1,1.09,32.35,32.35,22.79,22.79,0.00,22.79,0.71,0.00,0.00,29.59
1058,2871,124,2,0.29,5.03,5.12,4.43,4.43,0.00,4.43,0.08,0.09,0.00,5.45
729,254,10,4,0.36,9.22,9.33,9.97,6.69,3.27,6.69,0.00,0.11,0.00,15.05
827,2986,11,5,0.19,3.41,3.50,3.40,2.23,1.17,2.23,0.00,0.09,0.00,3.77
1065,2219,11,2,0.89,15.65,15.78,15.54,10.21,5.33,10.21,0.00,0.13,0.00,17.48
827,9250,79,1,0.77,13.23,13.85,14.73,8.84,5.89,8.84,0.54,0.62,0.00,14.71
876,370,72,4,0.05,1.36,1.36,1.17,0.89,0.28,0.89,0.10,0.00,0.00,1.33
883,7937,46,1,2.57,92.18,94.37,51.15,33.05,18.10,33.05,4.43,2.19,0.00,98.92
785,821,49,5,2.64,53.25,53.25,35.82,25.12,10.70,25.12,0.00,0.00,0.00,47.21
736,2095,6,1,0.40,6.72,7.43,3.15,2.46,0.69,2.46,0.81,0.71,0.00,8.98
785,8125,16,1,1.61,60.44,60.44,54.59,54.59,0.00,54.59,0.00,0.00,0.00,69.36
939,4137,64,2,0.21,31.72,31.73,23.46,23.46,0.00,23.46,0.00,0.01,0.00,0.00
764,1027,88,5,0.02,0.45,0.45,0.40,0.28,0.12,0.28,0.00,0.00,0.00,0.79
967,1787,45,4,1.09,25.37,26.87,17.50,12.38,5.12,12.38,0.00,1.50,0.00,43.05
855,4623,96,3,4.23,132.58,132.58,142.94,142.94,0.00,142.94,0.00,0.00,0.00,181.62
785,4691,20,3,0.66,14.39,14.39,14.20,14.20,0.00,14.20,0.00,0.00,0.00,17.41
848,4196,76,5,0.00,0.10,0.10,0.08,0.08,0.00,0.08,0.00,0.00,0.00,0.12
1086,4815,146,3,0.01,0.35,0.35,0.28,0.28,0.00,0.28,0.00,0.00,0.00,0.00
855,4645,76,3,1.37,27.53,29.47,20.98,20.98,0.00,20.98,0.00,1.94,0.00,30.84
883,2172,2,1,21.56,106.52,109.32,73.01,73.01,0.00,73.01,0.00,2.80,0.00,154.52
806,8972,19,1,0.34,11.33,11.33,8.69,8.69,0.00,8.69,0.00,0.00,0.00,10.63
876,3291,74,1,0.23,5.35,8.03,3.46,2.48,0.98,2.48,0.00,2.68,0.00,10.80
1058,3067,13,2,0.13,4.77,4.78,4.34,2.71,1.62,2.71,0.00,0.02,0.00,5.61
778,323,32,2,0.26,4.95,6.22,5.97,3.63,2.34,3.63,0.00,1.27,0.00,6.51
743,1539,50,1,2.40,47.33,49.13,30.40,21.58,8.83,21.58,0.00,1.80,0.00,43.40
778,5865,48,5,7.17,108.08,110.02,89.32,68.65,20.66,68.65,0.00,1.93,0.00,130.73
1079,3253,7,1,0.23,5.07,5.15,2.16,1.60,0.56,1.60,0.03,0.08,0.00,10.05
771,4668,76,3,1.67,34.54,37.54,24.63,24.63,0.00,24.63,0.00,3.00,0.00,37.54
792,861,47,5,0.46,19.64,20.10,12.32,8.48,3.84,8.48,0.59,0.46,0.00,19.53
967,1259,17,4,4.70,190.66,190.70,161.70,161.70,0.00,161.70,14.25,0.04,0.00,204.92
855,2042,60,1,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00
946,3347,1,2,0.52,21.81,21.92,16.19,16.19,0.00,16.19,0.45,0.12,0.00,19.49
1002,2288,74,5,0.72,18.79,19.01,12.23,8.48,3.75,8.48,0.85,0.22,0.00,25.89
1079,2731,78,3,0.28,9.82,9.85,5.94,5.94,0.00,5.94,0.19,0.04,0.00,9.11
946,6959,32,4,0.50,9.56,10.59,10.39,6.34,4.06,6.34,0.00,1.03,0.00,11.75
1086,2089,49,5,2.08,38.54,38.54,24.67,17.81,6.86,17.81,0.00,0.00,0.00,42.55
946,8955,80,1,1.31,41.63,41.76,33.82,33.82,0.00,33.82,0.00,0.12,0.00,54.90
1086,4824,75,3,1.10,12.14,14.44,14.42,14.42,0.00,14.42,0.00,2.30,0.00,20.12
911,1737,45,4,1.69,23.42,34.18,19.63,15.30,4.33,15.30,0.00,10.76,0.00,66.95
834,8669,50,1,20.83,247.92,253.13,202.50,155.85,46.66,155.85,0.00,5.21,0.00,458.34
764,4941,7,3,0.25,7.35,9.93,3.11,2.19,0.92,2.19,0.00,2.58,0.00,11.21
862,6205,49,5,2.59,54.75,58.67,38.06,26.36,11.69,26.36,0.00,3.93,0.00,57.01
946,3962,74,1,0.84,19.25,28.90,12.53,8.97,3.57,8.97,0.00,9.65,0.00,38.87
939,4627,147,3,0.27,5.89,5.89,5.05,5.05,0.00,5.05,0.00,0.00,0.00,0.00
939,4316,88,3,8.95,188.51,204.35,179.01,123.62,55.39,123.62,17.44,15.84,0.00,233.63
1030,1793,80,3,0.29,12.86,13.02,7.65,7.65,0.00,7.65,0.23,0.16,0.00,12.38
1030,5171,93,3,1.93,24.64,25.10,23.07,17.84,5.23,17.84,0.00,0.46,0.00,35.21
827,3118,17,2,8.21,360.05,360.17,277.50,277.50,0.00,277.50,21.78,0.13,0.00,340.89
1030,4494,45,3,0.76,10.56,15.41,9.30,7.20,2.10,7.20,0.00,4.85,0.00,30.19
967,1759,74,1,14.83,356.35,588.72,200.95,153.35,47.60,153.35,0.00,232.37,0.00,1098.61
834,4755,13,3,1.11,35.90,37.51,33.79,21.32,12.47,21.32,1.60,1.62,0.00,35.12
771,2411,13,5,0.23,8.37,8.45,7.51,4.73,2.79,4.73,0.24,0.09,0.00,7.95
820,3653,130,2,0.12,3.21,3.21,1.52,1.52,0.00,1.52,0.00,0.00,0.00,4.56
855,9118,135,1,0.40,14.05,14.78,9.05,9.05,0.00,9.05,0.00,0.74,0.00,0.00
771,1433,72,1,0.06,1.91,1.94,1.41,1.07,0.34,1.07,0.01,0.03,0.00,1.85
890,2201,125,3,0.25,7.40,7.40,4.91,4.91,0.00,4.91,0.00,0.00,0.00,0.00
1030,709,83,3,0.17,3.01,3.03,2.54,2.54,0.00,2.54,0.00,0.02,0.00,3.41
848,8220,19,1,1.04,36.15,36.15,26.32,26.32,0.00,26.32,0.00,0.00,0.00,33.93
939,8462,131,1,0.56,12.60,12.60,9.11,9.11,0.00,9.11,0.81,0.00,0.00,14.01
848,9217,44,1,13.56,201.72,226.45,146.59,107.56,39.03,107.56,0.00,24.73,0.00,247.33
1065,6497,47,5,0.97,39.55,39.93,25.80,17.74,8.06,17.74,1.52,0.38,0.00,41.06
820,4146,31,3,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.09
890,8949,17,1,4.11,171.64,174.40,139.23,139.23,0.00,139.23,0.00,2.76,0.00,176.37
974,6787,61,5,0.27,6.21,6.23,4.08,4.08,0.00,4.08,0.20,0.02,0.00,5.91
1065,1741,2,5,1.44,8.69,8.70,5.03,5.03,0.00,5.03,0.00,0.01,0.00,10.49
834,3920,17,3,2.96,126.49,126.53,98.58,98.58,0.00,98.58,8.53,0.04,0.00,128.02
1058,9161,11,1,0.67,13.47,13.92,13.71,8.80,4.91,8.80,0.55,0.45,0.00,13.15
785,1228,13,3,1.17,46.81,48.72,41.60,25.60,15.99,25.60,0.00,1.90,0.00,48.67
806,4009,124,1,2.30,43.67,43.67,34.39,34.39,0.00,34.39,3.50,0.00,0.00,44.44
967,10,88,4,1.25,18.84,21.27,19.79,14.23,5.56,14.23,0.00,2.43,0.00,30.97
1079,6884,38,4,240.70,3451.66,4079.83,2539.51,1839.94,699.57,1839.94,0.00,628.17,0.00,4260.35
862,4714,9,3,0.57,16.92,17.37,11.56,11.56,0.00,11.56,0.00,0.45,0.00,15.65
911,7738,59,4,0.06,1.41,1.43,1.74,1.12,0.62,1.12,0.00,0.03,0.00,1.73
1002,9058,1,1,2.75,109.02,103.02,85.64,85.64,0.00,85.64,0.00,-5.99,0.00,103.35
785,2514,25,1,0.37,11.63,11.73,8.01,8.01,0.00,8.01,0.00,0.10,0.00,11.33
967,8135,58,1,1.01,13.54,13.79,6.44,6.44,0.00,6.44,0.79,0.25,0.00,13.71
883,1128,30,3,0.41,6.29,7.13,7.89,5.15,2.75,5.15,0.00,0.83,0.00,18.67
1030,4870,93,3,39.02,543.77,554.09,457.81,349.66,108.14,349.66,0.00,10.32,0.00,711.73
750,7432,88,2,0.71,14.49,17.68,15.01,10.35,4.66,10.35,0.44,3.18,0.00,16.69
1002,7003,7,4,0.37,10.55,13.23,4.61,3.33,1.27,3.33,0.00,2.68,0.00,16.28
967,4048,148,1,1.58,51.99,53.03,30.32,30.32,0.00,30.32,3.86,1.04,0.00,55.78
820,8502,29,1,0.05,1.26,1.34,1.41,0.88,0.53,0.88,0.00,0.08,0.00,1.60
806,1309,72,2,0.09,2.22,2.23,1.92,1.46,0.46,1.46,0.07,0.01,0.00,2.15
1086,7451,39,4,5.32,78.30,79.46,60.55,45.40,15.14,45.40,0.00,1.16,0.00,64.16
1086,5139,35,3,3.67,103.01,113.72,115.56,71.23,44.33,71.23,0.00,10.72,0.00,134.67
757,599,74,2,0.54,10.06,10.32,8.09,5.72,2.37,5.72,0.93,0.27,0.00,14.47
743,7452,46,4,2.01,66.36,69.73,37.35,24.60,12.75,24.60,0.55,3.37,0.00,96.35
855,6976,11,4,0.48,8.97,9.14,8.77,5.74,3.03,5.74,0.39,0.17,0.00,9.15
1058,5692,11,5,0.74,14.70,14.85,13.85,8.96,4.89,8.96,0.40,0.14,0.00,13.81
834,5600,11,5,2.94,57.85,60.20,54.85,35.98,18.87,35.98,1.08,2.35,0.00,59.07
